created,text,retwc,hashtag,followers,friends
2021-10-21 01:23:25,"b'RT @g_quadri: No caigan en la coartada. La Contrarreforma Energ\xc3\xa9tica de L\xc3\xb3pez no tiene arreglo posible. Se trata de estatizaci\xc3\xb3n, confiscac\xe2\x80\xa6'",1469,None,66,255
2021-10-21 01:22:50,"b'RT @avestruzeterea: En su postura frente a la contrarreforma energ\xc3\xa9tica hay 2 tipos de priistas:\n\n1. Los que se oponen.\n\n2. Los que dicen ""\xe2\x80\xa6'",259,None,82,351
2021-10-21 01:22:49,"b'RT @g_quadri: No caigan en la coartada. La Contrarreforma Energ\xc3\xa9tica de L\xc3\xb3pez no tiene arreglo posible. Se trata de estatizaci\xc3\xb3n, confiscac\xe2\x80\xa6'",1469,None,60,304
2021-10-21 01:21:41,"b'RT @g_quadri: No caigan en la coartada. La Contrarreforma Energ\xc3\xa9tica de L\xc3\xb3pez no tiene arreglo posible. Se trata de estatizaci\xc3\xb3n, confiscac\xe2\x80\xa6'",1469,None,18,8
2021-10-21 01:21:30,"b'RT @13_iracheta: El l\xc3\xadder tricolor sabe lo largo de la cauda que porta, y lo peor para \xc3\xa9l, es que l\xc3\xb3pez tambi\xc3\xa9n lo sabe. \nMorena requiere l\xe2\x80\xa6'",91,None,4292,4775
2021-10-21 01:21:03,"b'RT @g_quadri: No caigan en la coartada. La Contrarreforma Energ\xc3\xa9tica de L\xc3\xb3pez no tiene arreglo posible. Se trata de estatizaci\xc3\xb3n, confiscac\xe2\x80\xa6'",1469,None,161,488
2021-10-21 01:20:09,"b'RT @g_quadri: No caigan en la coartada. La Contrarreforma Energ\xc3\xa9tica de L\xc3\xb3pez no tiene arreglo posible. Se trata de estatizaci\xc3\xb3n, confiscac\xe2\x80\xa6'",1469,None,67,440
2021-10-21 01:20:07,b'RT @RockStroke: Mi querido @jorgeacast d\xc3\xa1ndole una c\xc3\xa1tedra sobre la contrarreforma el\xc3\xa9ctrica del demagogo a los limitad\xc3\xadsimos paleros del r\xe2\x80\xa6',46,None,144,257
2021-10-21 01:19:38,"b'RT @13_iracheta: El l\xc3\xadder tricolor sabe lo largo de la cauda que porta, y lo peor para \xc3\xa9l, es que l\xc3\xb3pez tambi\xc3\xa9n lo sabe. \nMorena requiere l\xe2\x80\xa6'",91,None,2605,4861
2021-10-21 01:19:38,"b'RT @DJMatus: La econom\xc3\xada estadounidense es la gr\xc3\xbaa, la econom\xc3\xada mexicana es el auto desbielado, y la contrarreforma el\xc3\xa9ctrica es el freno d\xe2\x80\xa6'",13,None,3945,4167
2021-10-21 01:19:34,"b'RT @g_quadri: No caigan en la coartada. La Contrarreforma Energ\xc3\xa9tica de L\xc3\xb3pez no tiene arreglo posible. Se trata de estatizaci\xc3\xb3n, confiscac\xe2\x80\xa6'",1469,None,69,170
2021-10-21 01:18:56,"b'RT @DJMatus: La econom\xc3\xada estadounidense es la gr\xc3\xbaa, la econom\xc3\xada mexicana es el auto desbielado, y la contrarreforma el\xc3\xa9ctrica es el freno d\xe2\x80\xa6'",13,None,204,523
2021-10-21 01:18:32,"b'RT @g_quadri: No caigan en la coartada. La Contrarreforma Energ\xc3\xa9tica de L\xc3\xb3pez no tiene arreglo posible. Se trata de estatizaci\xc3\xb3n, confiscac\xe2\x80\xa6'",1469,None,85,277
2021-10-21 01:18:25,"b'RT @13_iracheta: El l\xc3\xadder tricolor sabe lo largo de la cauda que porta, y lo peor para \xc3\xa9l, es que l\xc3\xb3pez tambi\xc3\xa9n lo sabe. \nMorena requiere l\xe2\x80\xa6'",91,None,97,170
2021-10-21 01:18:03,"b'RT @g_quadri: No caigan en la coartada. La Contrarreforma Energ\xc3\xa9tica de L\xc3\xb3pez no tiene arreglo posible. Se trata de estatizaci\xc3\xb3n, confiscac\xe2\x80\xa6'",1469,None,408,473
2021-10-21 01:17:32,"b'RT @13_iracheta: El l\xc3\xadder tricolor sabe lo largo de la cauda que porta, y lo peor para \xc3\xa9l, es que l\xc3\xb3pez tambi\xc3\xa9n lo sabe. \nMorena requiere l\xe2\x80\xa6'",91,None,8556,6388
2021-10-21 01:17:17,"b'RT @g_quadri: No caigan en la coartada. La Contrarreforma Energ\xc3\xa9tica de L\xc3\xb3pez no tiene arreglo posible. Se trata de estatizaci\xc3\xb3n, confiscac\xe2\x80\xa6'",1469,None,231,1018
2021-10-21 01:15:43,"b'RT @g_quadri: No caigan en la coartada. La Contrarreforma Energ\xc3\xa9tica de L\xc3\xb3pez no tiene arreglo posible. Se trata de estatizaci\xc3\xb3n, confiscac\xe2\x80\xa6'",1469,None,1031,1122
2021-10-21 01:14:57,"b'RT @g_quadri: No caigan en la coartada. La Contrarreforma Energ\xc3\xa9tica de L\xc3\xb3pez no tiene arreglo posible. Se trata de estatizaci\xc3\xb3n, confiscac\xe2\x80\xa6'",1469,None,327,1610
2021-10-21 01:12:13,b'RT @RockStroke: Mi querido @jorgeacast d\xc3\xa1ndole una c\xc3\xa1tedra sobre la contrarreforma el\xc3\xa9ctrica del demagogo a los limitad\xc3\xadsimos paleros del r\xe2\x80\xa6',46,None,1431,1815
2021-10-21 01:12:03,"b'RT @13_iracheta: El l\xc3\xadder tricolor sabe lo largo de la cauda que porta, y lo peor para \xc3\xa9l, es que l\xc3\xb3pez tambi\xc3\xa9n lo sabe. \nMorena requiere l\xe2\x80\xa6'",91,None,39,343
2021-10-21 01:12:02,"b'RT @g_quadri: No caigan en la coartada. La Contrarreforma Energ\xc3\xa9tica de L\xc3\xb3pez no tiene arreglo posible. Se trata de estatizaci\xc3\xb3n, confiscac\xe2\x80\xa6'",1469,None,160,163
2021-10-21 01:11:41,"b'RT @13_iracheta: El l\xc3\xadder tricolor sabe lo largo de la cauda que porta, y lo peor para \xc3\xa9l, es que l\xc3\xb3pez tambi\xc3\xa9n lo sabe. \nMorena requiere l\xe2\x80\xa6'",91,None,3071,4945
2021-10-21 01:11:19,"b'RT @g_quadri: No caigan en la coartada. La Contrarreforma Energ\xc3\xa9tica de L\xc3\xb3pez no tiene arreglo posible. Se trata de estatizaci\xc3\xb3n, confiscac\xe2\x80\xa6'",1469,None,184,575
2021-10-21 01:09:47,b'RT @RockStroke: Mi querido @jorgeacast d\xc3\xa1ndole una c\xc3\xa1tedra sobre la contrarreforma el\xc3\xa9ctrica del demagogo a los limitad\xc3\xadsimos paleros del r\xe2\x80\xa6',46,None,459,3618
2021-10-21 01:09:27,"b'RT @13_iracheta: El l\xc3\xadder tricolor sabe lo largo de la cauda que porta, y lo peor para \xc3\xa9l, es que l\xc3\xb3pez tambi\xc3\xa9n lo sabe. \nMorena requiere l\xe2\x80\xa6'",91,None,868,1102
2021-10-21 01:09:00,"b'RT @13_iracheta: El l\xc3\xadder tricolor sabe lo largo de la cauda que porta, y lo peor para \xc3\xa9l, es que l\xc3\xb3pez tambi\xc3\xa9n lo sabe. \nMorena requiere l\xe2\x80\xa6'",91,None,40,375
2021-10-21 01:08:47,"b'RT @g_quadri: No caigan en la coartada. La Contrarreforma Energ\xc3\xa9tica de L\xc3\xb3pez no tiene arreglo posible. Se trata de estatizaci\xc3\xb3n, confiscac\xe2\x80\xa6'",1469,None,505,583
2021-10-21 01:08:43,"b'RT @CarlosM_Urzua: Buenos d\xc3\xadas, comparto mi art\xc3\xadculo sobre la contrarreforma el\xc3\xa9ctrica\nhttps://t.co/vrRFMMPsj5 https://t.co/nJkRvYkZq1'",868,None,453,1168
2021-10-21 01:08:37,"b'RT @CarlosM_Urzua: Buenos d\xc3\xadas, comparto mi art\xc3\xadculo sobre siete errores de la contrarreforma el\xc3\xa9ctrica  https://t.co/1Ja2gF5jEv'",720,None,453,1168
2021-10-21 01:08:31,"b'RT @13_iracheta: El l\xc3\xadder tricolor sabe lo largo de la cauda que porta, y lo peor para \xc3\xa9l, es que l\xc3\xb3pez tambi\xc3\xa9n lo sabe. \nMorena requiere l\xe2\x80\xa6'",91,None,16684,15374
2021-10-21 01:08:05,"b'RT @g_quadri: No caigan en la coartada. La Contrarreforma Energ\xc3\xa9tica de L\xc3\xb3pez no tiene arreglo posible. Se trata de estatizaci\xc3\xb3n, confiscac\xe2\x80\xa6'",1469,None,41,569
2021-10-21 01:08:04,"b'RT @g_quadri: No caigan en la coartada. La Contrarreforma Energ\xc3\xa9tica de L\xc3\xb3pez no tiene arreglo posible. Se trata de estatizaci\xc3\xb3n, confiscac\xe2\x80\xa6'",1469,None,67,34
2021-10-21 01:07:39,"b'RT @g_quadri: No caigan en la coartada. La Contrarreforma Energ\xc3\xa9tica de L\xc3\xb3pez no tiene arreglo posible. Se trata de estatizaci\xc3\xb3n, confiscac\xe2\x80\xa6'",1469,None,4261,5000
2021-10-21 01:06:53,"b'RT @g_quadri: No caigan en la coartada. La Contrarreforma Energ\xc3\xa9tica de L\xc3\xb3pez no tiene arreglo posible. Se trata de estatizaci\xc3\xb3n, confiscac\xe2\x80\xa6'",1469,None,2965,4726
2021-10-21 01:06:50,"b'RT @DJMatus: La econom\xc3\xada estadounidense es la gr\xc3\xbaa, la econom\xc3\xada mexicana es el auto desbielado, y la contrarreforma el\xc3\xa9ctrica es el freno d\xe2\x80\xa6'",13,None,345,3133
2021-10-21 01:06:45,"b'RT @DJMatus: La econom\xc3\xada estadounidense es la gr\xc3\xbaa, la econom\xc3\xada mexicana es el auto desbielado, y la contrarreforma el\xc3\xa9ctrica es el freno d\xe2\x80\xa6'",13,None,39,29
2021-10-21 01:06:42,"b'RT @g_quadri: No caigan en la coartada. La Contrarreforma Energ\xc3\xa9tica de L\xc3\xb3pez no tiene arreglo posible. Se trata de estatizaci\xc3\xb3n, confiscac\xe2\x80\xa6'",1469,None,156,85
2021-10-21 01:06:31,"b'RT @DJMatus: La econom\xc3\xada estadounidense es la gr\xc3\xbaa, la econom\xc3\xada mexicana es el auto desbielado, y la contrarreforma el\xc3\xa9ctrica es el freno d\xe2\x80\xa6'",13,None,505,583
2021-10-21 01:06:14,b'@CFE_Contigo No puedo ver un juego porque van tres veces en menos de una hora que se va la luz ! As\xc3\xad quieren manten\xe2\x80\xa6 https://t.co/nvjXrtAWmz',0,None,432,1581
2021-10-21 01:05:59,"b'RT @g_quadri: No caigan en la coartada. La Contrarreforma Energ\xc3\xa9tica de L\xc3\xb3pez no tiene arreglo posible. Se trata de estatizaci\xc3\xb3n, confiscac\xe2\x80\xa6'",1469,None,423,382
2021-10-21 01:05:42,"b'RT @g_quadri: No caigan en la coartada. La Contrarreforma Energ\xc3\xa9tica de L\xc3\xb3pez no tiene arreglo posible. Se trata de estatizaci\xc3\xb3n, confiscac\xe2\x80\xa6'",1469,None,542,1143
2021-10-21 01:05:35,"b'RT @DJMatus: La econom\xc3\xada estadounidense es la gr\xc3\xbaa, la econom\xc3\xada mexicana es el auto desbielado, y la contrarreforma el\xc3\xa9ctrica es el freno d\xe2\x80\xa6'",13,None,637,1458
2021-10-21 01:05:20,"b'RT @g_quadri: No caigan en la coartada. La Contrarreforma Energ\xc3\xa9tica de L\xc3\xb3pez no tiene arreglo posible. Se trata de estatizaci\xc3\xb3n, confiscac\xe2\x80\xa6'",1469,None,12116,6314
2021-10-21 01:04:54,"b'RT @DJMatus: La econom\xc3\xada estadounidense es la gr\xc3\xbaa, la econom\xc3\xada mexicana es el auto desbielado, y la contrarreforma el\xc3\xa9ctrica es el freno d\xe2\x80\xa6'",13,None,269,350
2021-10-21 01:04:48,"b'RT @g_quadri: No caigan en la coartada. La Contrarreforma Energ\xc3\xa9tica de L\xc3\xb3pez no tiene arreglo posible. Se trata de estatizaci\xc3\xb3n, confiscac\xe2\x80\xa6'",1469,None,62,80
2021-10-21 01:03:56,"b'RT @g_quadri: No caigan en la coartada. La Contrarreforma Energ\xc3\xa9tica de L\xc3\xb3pez no tiene arreglo posible. Se trata de estatizaci\xc3\xb3n, confiscac\xe2\x80\xa6'",1469,None,13,103
2021-10-21 01:03:43,"b'La econom\xc3\xada estadounidense es la gr\xc3\xbaa, la econom\xc3\xada mexicana es el auto desbielado, y la contrarreforma el\xc3\xa9ctrica es el freno de mano.'",13,None,6909,4969
2021-10-21 01:03:22,"b'RT @g_quadri: No caigan en la coartada. La Contrarreforma Energ\xc3\xa9tica de L\xc3\xb3pez no tiene arreglo posible. Se trata de estatizaci\xc3\xb3n, confiscac\xe2\x80\xa6'",1469,None,281,133
2021-10-21 01:03:09,"b'RT @g_quadri: No caigan en la coartada. La Contrarreforma Energ\xc3\xa9tica de L\xc3\xb3pez no tiene arreglo posible. Se trata de estatizaci\xc3\xb3n, confiscac\xe2\x80\xa6'",1469,None,372,2821
2021-10-21 01:03:08,"b'RT @g_quadri: No caigan en la coartada. La Contrarreforma Energ\xc3\xa9tica de L\xc3\xb3pez no tiene arreglo posible. Se trata de estatizaci\xc3\xb3n, confiscac\xe2\x80\xa6'",1469,None,178,266
2021-10-21 01:03:00,"b'RT @g_quadri: No caigan en la coartada. La Contrarreforma Energ\xc3\xa9tica de L\xc3\xb3pez no tiene arreglo posible. Se trata de estatizaci\xc3\xb3n, confiscac\xe2\x80\xa6'",1469,None,246,262
2021-10-21 01:02:54,"b'RT @g_quadri: No caigan en la coartada. La Contrarreforma Energ\xc3\xa9tica de L\xc3\xb3pez no tiene arreglo posible. Se trata de estatizaci\xc3\xb3n, confiscac\xe2\x80\xa6'",1469,None,19,146
2021-10-21 01:02:36,"b'RT @g_quadri: No caigan en la coartada. La Contrarreforma Energ\xc3\xa9tica de L\xc3\xb3pez no tiene arreglo posible. Se trata de estatizaci\xc3\xb3n, confiscac\xe2\x80\xa6'",1469,None,895,1393
2021-10-21 01:01:23,"b'RT @13_iracheta: El l\xc3\xadder tricolor sabe lo largo de la cauda que porta, y lo peor para \xc3\xa9l, es que l\xc3\xb3pez tambi\xc3\xa9n lo sabe. \nMorena requiere l\xe2\x80\xa6'",91,None,299,2515
2021-10-21 01:00:50,b'RT @RockStroke: Mi querido @jorgeacast d\xc3\xa1ndole una c\xc3\xa1tedra sobre la contrarreforma el\xc3\xa9ctrica del demagogo a los limitad\xc3\xadsimos paleros del r\xe2\x80\xa6',46,None,120,1821
2021-10-21 01:00:31,"b'RT @g_quadri: No caigan en la coartada. La Contrarreforma Energ\xc3\xa9tica de L\xc3\xb3pez no tiene arreglo posible. Se trata de estatizaci\xc3\xb3n, confiscac\xe2\x80\xa6'",1469,None,2709,4961
2021-10-21 01:00:26,"b'RT @g_quadri: No caigan en la coartada. La Contrarreforma Energ\xc3\xa9tica de L\xc3\xb3pez no tiene arreglo posible. Se trata de estatizaci\xc3\xb3n, confiscac\xe2\x80\xa6'",1469,None,85,151
2021-10-21 01:00:15,"b'RT @g_quadri: No caigan en la coartada. La Contrarreforma Energ\xc3\xa9tica de L\xc3\xb3pez no tiene arreglo posible. Se trata de estatizaci\xc3\xb3n, confiscac\xe2\x80\xa6'",1469,None,887,1604
2021-10-21 01:00:04,"b'RT @oyenomancheswey: Pr\xc3\xa1cticamente de eso se trata su gobierno y se pod\xc3\xada saber desde hace mucho tiempo. De esto va, poco m\xc3\xa1s, desde el NAI\xe2\x80\xa6'",2,None,47,547
2021-10-21 00:59:14,"b'@lizdelagarzag Hay que quitarles las vendas de los ojos, desenmascarar las mentiras del gobierno de la 4T. Ayer pub\xe2\x80\xa6 https://t.co/UpfG9F0n44'",0,None,22,149
