created,text,retwc,hashtag,followers,friends
2021-10-20 20:05:35,"b'RT @Angeliketm: \xe2\x8f\xb3ENCUESTA DE MEDIA SEMANA, EN VISTA DE LA CONTRAREFORMA ENERG\xc3\x89TICA \xe2\x8f\xb3\n\n\xc2\xbfPara usted que energ\xc3\xadas son mejores para M\xc3\xa9xico?'",36,None,7504,7654
2021-10-20 19:57:44,"b'RT @JuanJosega2001: @ferxec @lopezobrador_ @ferxec Para atreverte a hacer el v\xc3\xaddeo, deber\xc3\xadas tener informaci\xc3\xb3n mejor documentada y no dar p\xe2\x80\xa6'",3,None,89,111
2021-10-20 19:50:13,b'RT @carloselizondom: Un art\xc3\xadculo a favor de la contrareforma el\xc3\xa9ctrica. Usted juzgue. https://t.co/QtCoZVLApY',6,None,162,442
2021-10-20 19:49:42,"b'RT @Angeliketm: \xe2\x8f\xb3ENCUESTA DE MEDIA SEMANA, EN VISTA DE LA CONTRAREFORMA ENERG\xc3\x89TICA \xe2\x8f\xb3\n\n\xc2\xbfPara usted que energ\xc3\xadas son mejores para M\xc3\xa9xico?'",36,None,137,405
2021-10-20 19:43:23,"b'RT @Angeliketm: \xe2\x8f\xb3ENCUESTA DE MEDIA SEMANA, EN VISTA DE LA CONTRAREFORMA ENERG\xc3\x89TICA \xe2\x8f\xb3\n\n\xc2\xbfPara usted que energ\xc3\xadas son mejores para M\xc3\xa9xico?'",36,None,31961,20772
2021-10-20 19:32:00,"b'RT @JuanJosega2001: @ferxec @lopezobrador_ @ferxec Para atreverte a hacer el v\xc3\xaddeo, deber\xc3\xadas tener informaci\xc3\xb3n mejor documentada y no dar p\xe2\x80\xa6'",3,None,715,768
2021-10-20 19:31:28,"b'RT @Angeliketm: \xe2\x8f\xb3ENCUESTA DE MEDIA SEMANA, EN VISTA DE LA CONTRAREFORMA ENERG\xc3\x89TICA \xe2\x8f\xb3\n\n\xc2\xbfPara usted que energ\xc3\xadas son mejores para M\xc3\xa9xico?'",36,None,5229,4325
2021-10-20 19:22:29,"b'RT @JuanJosega2001: @ferxec @lopezobrador_ @ferxec Para atreverte a hacer el v\xc3\xaddeo, deber\xc3\xadas tener informaci\xc3\xb3n mejor documentada y no dar p\xe2\x80\xa6'",3,None,19876,15074
2021-10-20 19:20:51,"b'RT @Angeliketm: \xe2\x8f\xb3ENCUESTA DE MEDIA SEMANA, EN VISTA DE LA CONTRAREFORMA ENERG\xc3\x89TICA \xe2\x8f\xb3\n\n\xc2\xbfPara usted que energ\xc3\xadas son mejores para M\xc3\xa9xico?'",36,None,8303,1380
2021-10-20 19:00:40,"b'RT @ChairosY: \xc2\xa1Gran noticia!\nSin cambiar los Estatutos, el plan de acci\xc3\xb3n y la declaraci\xc3\xb3n de principios (Que solo podr\xc3\xadan hacer en una Asa\xe2\x80\xa6'",12,None,1594,1802
2021-10-20 18:59:51,"b'RT @lamusitapg: Tu pedorra contrareforma energ\xc3\xa9tica va en contra del medio, ambiente PERRO SARNOSO SOCIALISTA @lopezobrador_ https://t.co/Z\xe2\x80\xa6'",48,None,6919,5398
2021-10-20 18:58:51,"b'RT @Angeliketm: \xe2\x8f\xb3ENCUESTA DE MEDIA SEMANA, EN VISTA DE LA CONTRAREFORMA ENERG\xc3\x89TICA \xe2\x8f\xb3\n\n\xc2\xbfPara usted que energ\xc3\xadas son mejores para M\xc3\xa9xico?'",36,None,127,138
2021-10-20 18:54:52,"b'RT @lamusitapg: No te vamos a permitir que te salgas con tu PEDORRA, RETR\xc3\x93GRADA y ST\xc3\x9aPIDA contrareforma el\xc3\xa9ctrica PERRO SARNOSO SOCIALISTA\xe2\x80\xa6'",43,None,21879,11509
2021-10-20 18:54:29,"b'RT @Angeliketm: \xe2\x8f\xb3ENCUESTA DE MEDIA SEMANA, EN VISTA DE LA CONTRAREFORMA ENERG\xc3\x89TICA \xe2\x8f\xb3\n\n\xc2\xbfPara usted que energ\xc3\xadas son mejores para M\xc3\xa9xico?'",36,None,5032,578
2021-10-20 18:50:03,"b'RT @lamusitapg: No te vamos a permitir que te salgas con tu PEDORRA, RETR\xc3\x93GRADA y ST\xc3\x9aPIDA contrareforma el\xc3\xa9ctrica PERRO SARNOSO SOCIALISTA\xe2\x80\xa6'",43,None,6919,5398
2021-10-20 18:39:23,"b'RT @zolliker: Qu\xc3\xa9 quem\xc3\xb3n que senadoras y senadores, anden impulsando una contrareforma energ\xc3\xa9tica con DATOS FALSOS'",71,None,107,58
2021-10-20 18:37:20,"b'RT @Angeliketm: \xe2\x8f\xb3ENCUESTA DE MEDIA SEMANA, EN VISTA DE LA CONTRAREFORMA ENERG\xc3\x89TICA \xe2\x8f\xb3\n\n\xc2\xbfPara usted que energ\xc3\xadas son mejores para M\xc3\xa9xico?'",36,None,23212,23274
2021-10-20 18:35:21,b'@AlvarezMaynez Me pregunto que sienten todos los que le creyeron sus cuentos al presimiente...\nGasolina m\xc3\xa1s cara\nGa\xe2\x80\xa6 https://t.co/Md1TeIzvGN',0,None,72,121
2021-10-20 18:34:54,b'A los Reclamos del Consejo Coordinador Empresarial Sobre la Contrareforma El\xc3\xa9ctrica\xe2\x80\xa6 https://t.co/qzBKCLjKNO',0,None,3,54
2021-10-20 18:07:16,b'@alitomorenoc No a la contrareforma. Veremos si son congruentes o simples vendidos.',0,None,5,51
2021-10-20 17:44:15,"b'RT @ChairosY: \xc2\xa1Gran noticia!\nSin cambiar los Estatutos, el plan de acci\xc3\xb3n y la declaraci\xc3\xb3n de principios (Que solo podr\xc3\xadan hacer en una Asa\xe2\x80\xa6'",12,None,710,1462
2021-10-20 17:34:54,"b'RT @Angeliketm: \xe2\x8f\xb3ENCUESTA DE MEDIA SEMANA, EN VISTA DE LA CONTRAREFORMA ENERG\xc3\x89TICA \xe2\x8f\xb3\n\n\xc2\xbfPara usted que energ\xc3\xadas son mejores para M\xc3\xa9xico?'",36,None,4878,2217
2021-10-20 17:31:02,b'RT @CarlosTorresF_: \xe2\x9c\x8d\xef\xb8\x8f #Opini\xc3\xb3n Para la contrareforma el\xc3\xa9ctrica los argumentos del oficialismo se fundamentan en la envidia que les corroe\xe2\x80\xa6',4,Opinión,1690,2371
2021-10-20 17:27:30,"b'RT @ChairosY: \xc2\xa1Gran noticia!\nSin cambiar los Estatutos, el plan de acci\xc3\xb3n y la declaraci\xc3\xb3n de principios (Que solo podr\xc3\xadan hacer en una Asa\xe2\x80\xa6'",12,None,16922,11007
2021-10-20 17:24:14,"b'RT @ChairosY: \xc2\xa1Gran noticia!\nSin cambiar los Estatutos, el plan de acci\xc3\xb3n y la declaraci\xc3\xb3n de principios (Que solo podr\xc3\xadan hacer en una Asa\xe2\x80\xa6'",12,None,4369,5000
2021-10-20 17:08:35,"b'RT @ChairosY: \xc2\xa1Gran noticia!\nSin cambiar los Estatutos, el plan de acci\xc3\xb3n y la declaraci\xc3\xb3n de principios (Que solo podr\xc3\xadan hacer en una Asa\xe2\x80\xa6'",12,None,31654,17366
2021-10-20 17:01:00,"b'RT @Angeliketm: \xe2\x8f\xb3ENCUESTA DE MEDIA SEMANA, EN VISTA DE LA CONTRAREFORMA ENERG\xc3\x89TICA \xe2\x8f\xb3\n\n\xc2\xbfPara usted que energ\xc3\xadas son mejores para M\xc3\xa9xico?'",36,None,328,1118
2021-10-20 17:00:29,"b'RT @Angeliketm: \xe2\x8f\xb3ENCUESTA DE MEDIA SEMANA, EN VISTA DE LA CONTRAREFORMA ENERG\xc3\x89TICA \xe2\x8f\xb3\n\n\xc2\xbfPara usted que energ\xc3\xadas son mejores para M\xc3\xa9xico?'",36,None,5200,4017
2021-10-20 16:56:14,"b'\xc2\xa1Gran noticia!\nSin cambiar los Estatutos, el plan de acci\xc3\xb3n y la declaraci\xc3\xb3n de principios (Que solo podr\xc3\xadan hacer\xe2\x80\xa6 https://t.co/yQMDMJ7xbR'",12,None,39751,9068
2021-10-20 16:52:55,"b'RT @Angeliketm: \xe2\x8f\xb3ENCUESTA DE MEDIA SEMANA, EN VISTA DE LA CONTRAREFORMA ENERG\xc3\x89TICA \xe2\x8f\xb3\n\n\xc2\xbfPara usted que energ\xc3\xadas son mejores para M\xc3\xa9xico?'",36,None,14070,15457
2021-10-20 16:51:30,"b'RT @lamusitapg: Tu pedorra contrareforma energ\xc3\xa9tica va en contra del medio, ambiente PERRO SARNOSO SOCIALISTA @lopezobrador_ https://t.co/Z\xe2\x80\xa6'",48,None,220,493
2021-10-20 16:47:25,"b'RT @Angeliketm: \xe2\x8f\xb3ENCUESTA DE MEDIA SEMANA, EN VISTA DE LA CONTRAREFORMA ENERG\xc3\x89TICA \xe2\x8f\xb3\n\n\xc2\xbfPara usted que energ\xc3\xadas son mejores para M\xc3\xa9xico?'",36,None,22140,14801
2021-10-20 16:42:44,b'RT @carlos_carcam: @JoRully @yadiraoprado @OSWALDORIOSM @DiegoFCevallos Sobre la contrareforma energ\xc3\xa9tica de @lopezobrador_ https://t.co/Zk\xe2\x80\xa6',2,None,261,515
2021-10-20 16:31:38,"b'RT @Angeliketm: \xe2\x8f\xb3ENCUESTA DE MEDIA SEMANA, EN VISTA DE LA CONTRAREFORMA ENERG\xc3\x89TICA \xe2\x8f\xb3\n\n\xc2\xbfPara usted que energ\xc3\xadas son mejores para M\xc3\xa9xico?'",36,None,416,349
2021-10-20 16:31:25,b'@AlvarezMaynez Ustedes van a votar para aprobar la contrareforma energ\xc3\xa9tica y as\xc3\xad se puedan bajar precios de la luz y gasolinas?',0,None,1416,1727
2021-10-20 16:28:54,b'@rcamachoco @arturosalas118 @carloselizondom Pero no est\xc3\xa1s considerando las Multas y Sanciones q vendr\xc3\xa1n tambi\xc3\xa9n po\xe2\x80\xa6 https://t.co/RB5Rq4BhR1',0,None,59,148
2021-10-20 16:24:45,b'@mario_dico50 @PartidoMorenaMx Pero por otro lado le est\xc3\xa1n llorando al @PRI_Nacional que les ayude con su cochinada\xe2\x80\xa6 https://t.co/Fmkd3s0NLR',0,None,22,182
2021-10-20 16:23:24,"b'RT @Angeliketm: \xe2\x8f\xb3ENCUESTA DE MEDIA SEMANA, EN VISTA DE LA CONTRAREFORMA ENERG\xc3\x89TICA \xe2\x8f\xb3\n\n\xc2\xbfPara usted que energ\xc3\xadas son mejores para M\xc3\xa9xico?'",36,None,3495,3932
2021-10-20 16:23:00,b'RT @carloselizondom: Un art\xc3\xadculo a favor de la contrareforma el\xc3\xa9ctrica. Usted juzgue. https://t.co/QtCoZVLApY',6,None,189,1102
2021-10-20 16:22:37,"b'RT @Angeliketm: \xe2\x8f\xb3ENCUESTA DE MEDIA SEMANA, EN VISTA DE LA CONTRAREFORMA ENERG\xc3\x89TICA \xe2\x8f\xb3\n\n\xc2\xbfPara usted que energ\xc3\xadas son mejores para M\xc3\xa9xico?'",36,None,48795,4973
2021-10-20 16:19:28,"b'RT @lamusitapg: No te vamos a permitir que te salgas con tu PEDORRA, RETR\xc3\x93GRADA y ST\xc3\x9aPIDA contrareforma el\xc3\xa9ctrica PERRO SARNOSO SOCIALISTA\xe2\x80\xa6'",43,None,6935,2361
2021-10-20 16:17:55,b'Y el @MaguMonero boroliano no har\xc3\xa1 un mono referente a la rapaz actuaci\xc3\xb3n de los empresarios vs contrareforma el\xc3\xa9ctrica?\xf0\x9f\x98\xac\xf0\x9f\xa4\xa3',0,None,493,663
2021-10-20 16:16:23,"b'RT @lamusitapg: No te vamos a permitir que te salgas con tu PEDORRA, RETR\xc3\x93GRADA y ST\xc3\x9aPIDA contrareforma el\xc3\xa9ctrica PERRO SARNOSO SOCIALISTA\xe2\x80\xa6'",43,None,2337,2924
2021-10-20 16:11:40,"b'RT @lamusitapg: Tu pedorra contrareforma energ\xc3\xa9tica va en contra del medio, ambiente PERRO SARNOSO SOCIALISTA @lopezobrador_ https://t.co/Z\xe2\x80\xa6'",48,None,3720,4988
2021-10-20 16:09:57,"b'RT @lamusitapg: Tu pedorra contrareforma energ\xc3\xa9tica va en contra del medio, ambiente PERRO SARNOSO SOCIALISTA @lopezobrador_ https://t.co/Z\xe2\x80\xa6'",48,None,7423,7457
2021-10-20 16:09:22,"b'RT @lamusitapg: Tu pedorra contrareforma energ\xc3\xa9tica va en contra del medio, ambiente PERRO SARNOSO SOCIALISTA @lopezobrador_ https://t.co/Z\xe2\x80\xa6'",48,None,2337,2924
2021-10-20 16:08:53,b'@plataformaPRI @ayacnetmx @DiputadosMorena @partidoverdemex @PTMexico @lopezobrador_ @GPPRIDiputados @SenadoresPRI\xe2\x80\xa6 https://t.co/o0XoUirHXO',0,None,986,790
2021-10-20 16:00:36,b'RT @carlos_carcam: Sobre la contrareforma energ\xc3\xa9tica de @lopezobrador_ https://t.co/ZkW7Cj4URt',20,None,2337,2924
2021-10-20 15:59:13,"b'RT @zolliker: Qu\xc3\xa9 quem\xc3\xb3n que senadoras y senadores, anden impulsando una contrareforma energ\xc3\xa9tica con DATOS FALSOS'",71,None,1934,549
2021-10-20 15:59:06,"b'RT @alex_dm71: Si el fin de este art\xc3\xadculo es justificar la contrareforma de #Tartufo, en mi pueblo dicen :\n\nMAL DE MUCHOS, CONSUELO DE PEND\xe2\x80\xa6'",5,Tartufo,1583,2056
2021-10-20 15:55:27,"b'RT @alex_dm71: Si el fin de este art\xc3\xadculo es justificar la contrareforma de #Tartufo, en mi pueblo dicen :\n\nMAL DE MUCHOS, CONSUELO DE PEND\xe2\x80\xa6'",5,Tartufo,381,481
2021-10-20 15:55:07,"b'RT @alex_dm71: Si el fin de este art\xc3\xadculo es justificar la contrareforma de #Tartufo, en mi pueblo dicen :\n\nMAL DE MUCHOS, CONSUELO DE PEND\xe2\x80\xa6'",5,Tartufo,1221,1600
2021-10-20 15:54:01,b'@AlanAdameMX @Garcimonero @lopezobrador_ @Antizombies @anonopshispano @ferbelaunzaran @JJDiazMachuca\xe2\x80\xa6 https://t.co/7wiMlSyJ8f',0,None,128,374
2021-10-20 15:51:31,"b'Si el fin de este art\xc3\xadculo es justificar la contrareforma de #Tartufo, en mi pueblo dicen :\n\nMAL DE MUCHOS, CONSUEL\xe2\x80\xa6 https://t.co/28BB1ajQdI'",5,Tartufo,29853,16135
2021-10-20 15:42:56,"b'RT @Angeliketm: \xe2\x8f\xb3ENCUESTA DE MEDIA SEMANA, EN VISTA DE LA CONTRAREFORMA ENERG\xc3\x89TICA \xe2\x8f\xb3\n\n\xc2\xbfPara usted que energ\xc3\xadas son mejores para M\xc3\xa9xico?'",36,None,28668,13944
2021-10-20 15:35:03,"b'RT @carlosbravoreg: Sheinbaum defiende la contrareforma el\xc3\xa9ctrica de AMLO, pero la CDMX compra directamente energ\xc3\xada a una empresa privada.\xe2\x80\xa6'",1988,None,153,282
2021-10-20 15:27:50,"b'RT @Angeliketm: \xe2\x8f\xb3ENCUESTA DE MEDIA SEMANA, EN VISTA DE LA CONTRAREFORMA ENERG\xc3\x89TICA \xe2\x8f\xb3\n\n\xc2\xbfPara usted que energ\xc3\xadas son mejores para M\xc3\xa9xico?'",36,None,305,666
2021-10-20 15:26:24,"b'RT @Angeliketm: \xe2\x8f\xb3ENCUESTA DE MEDIA SEMANA, EN VISTA DE LA CONTRAREFORMA ENERG\xc3\x89TICA \xe2\x8f\xb3\n\n\xc2\xbfPara usted que energ\xc3\xadas son mejores para M\xc3\xa9xico?'",36,None,280,515
2021-10-20 15:25:29,b'RT @carloselizondom: Un art\xc3\xadculo a favor de la contrareforma el\xc3\xa9ctrica. Usted juzgue. https://t.co/QtCoZVLApY',6,None,703,1058
2021-10-20 15:25:18,"b'RT @Angeliketm: \xe2\x8f\xb3ENCUESTA DE MEDIA SEMANA, EN VISTA DE LA CONTRAREFORMA ENERG\xc3\x89TICA \xe2\x8f\xb3\n\n\xc2\xbfPara usted que energ\xc3\xadas son mejores para M\xc3\xa9xico?'",36,None,9043,7791
2021-10-20 15:24:22,b'RT @carloselizondom: Un art\xc3\xadculo a favor de la contrareforma el\xc3\xa9ctrica. Usted juzgue. https://t.co/QtCoZVLApY',6,None,493,906
2021-10-20 15:22:14,b'@lopezobrador_ \n\n  Platiquenos  cada ma\xc3\xb1ana que har\xc3\xa1 para que la econom\xc3\xada no solo \xe2\x80\x9c rebote\xe2\x80\x9d si no crezca.\n\nPreocupa\xe2\x80\xa6 https://t.co/d9WBGYLPgr',0,None,94,914
2021-10-20 15:21:07,b'RT @carloselizondom: Un art\xc3\xadculo a favor de la contrareforma el\xc3\xa9ctrica. Usted juzgue. https://t.co/QtCoZVLApY',6,None,72,475
2021-10-20 15:20:49,b'Un art\xc3\xadculo a favor de la contrareforma el\xc3\xa9ctrica. Usted juzgue. https://t.co/QtCoZVLApY',6,None,131737,573
2021-10-20 15:17:00,b'@GMonroyEnergy Qu\xc3\xa9 buena pl\xc3\xa1tica diste ayer en Si x M\xc3\xa9xico. Felicidades y ojal\xc3\xa1 ese bodrio de contrareforma no pase.',0,None,423,425
2021-10-20 15:10:50,"b'@MdPiliC Tomo II - La Iglesia en la Edad Media, por M. D. Knowles, D. Obolensky, C. A. Bouman\n\nTomo III - Reforma y\xe2\x80\xa6 https://t.co/x3AA9Cv8le'",0,None,3066,2783
2021-10-20 15:05:39,"b'RT @lamusitapg: No te vamos a permitir que te salgas con tu PEDORRA, RETR\xc3\x93GRADA y ST\xc3\x9aPIDA contrareforma el\xc3\xa9ctrica PERRO SARNOSO SOCIALISTA\xe2\x80\xa6'",43,None,9423,6297
2021-10-20 14:59:11,"b'RT @Angeliketm: \xe2\x8f\xb3ENCUESTA DE MEDIA SEMANA, EN VISTA DE LA CONTRAREFORMA ENERG\xc3\x89TICA \xe2\x8f\xb3\n\n\xc2\xbfPara usted que energ\xc3\xadas son mejores para M\xc3\xa9xico?'",36,None,6043,3913
2021-10-20 14:55:30,"b'RT @MDOPedro: Fabricantes e importadores de Paneles Solares, preparan agresiva comercializaci\xc3\xb3n para poner al alcance de la poblaci\xc3\xb3n esa t\xe2\x80\xa6'",1,None,2408,3524
2021-10-20 14:52:10,"b'RT @Angeliketm: \xe2\x8f\xb3ENCUESTA DE MEDIA SEMANA, EN VISTA DE LA CONTRAREFORMA ENERG\xc3\x89TICA \xe2\x8f\xb3\n\n\xc2\xbfPara usted que energ\xc3\xadas son mejores para M\xc3\xa9xico?'",36,None,2284,2407
2021-10-20 14:51:39,"b'@WeraReynoso @lpazosp A ese cartel no le interesa el estado de derecho, esta contrareforma, no dar\xc3\xa1 certeza a las e\xe2\x80\xa6 https://t.co/cnJmcSmejx'",0,None,784,892
2021-10-20 14:44:50,"b'RT @Angeliketm: \xe2\x8f\xb3ENCUESTA DE MEDIA SEMANA, EN VISTA DE LA CONTRAREFORMA ENERG\xc3\x89TICA \xe2\x8f\xb3\n\n\xc2\xbfPara usted que energ\xc3\xadas son mejores para M\xc3\xa9xico?'",36,None,10113,9940
2021-10-20 14:34:25,"b'RT @lamusitapg: No te vamos a permitir que te salgas con tu PEDORRA, RETR\xc3\x93GRADA y ST\xc3\x9aPIDA contrareforma el\xc3\xa9ctrica PERRO SARNOSO SOCIALISTA\xe2\x80\xa6'",43,None,948,951
2021-10-20 14:34:05,"b'RT @lamusitapg: No te vamos a permitir que te salgas con tu PEDORRA, RETR\xc3\x93GRADA y ST\xc3\x9aPIDA contrareforma el\xc3\xa9ctrica PERRO SARNOSO SOCIALISTA\xe2\x80\xa6'",43,None,4456,4440
2021-10-20 14:27:21,b'RT @jorgeacast: En unos minutos estare con @SergioSarmiento @manuelhborbolla y @luisghernan en @laoctava_tv para debatir sobre la contraref\xe2\x80\xa6',6,None,55,68
2021-10-20 14:24:43,"b'RT @Angeliketm: \xe2\x8f\xb3ENCUESTA DE MEDIA SEMANA, EN VISTA DE LA CONTRAREFORMA ENERG\xc3\x89TICA \xe2\x8f\xb3\n\n\xc2\xbfPara usted que energ\xc3\xadas son mejores para M\xc3\xa9xico?'",36,None,5753,4859
2021-10-20 14:22:14,"b'RT @Angeliketm: \xe2\x8f\xb3ENCUESTA DE MEDIA SEMANA, EN VISTA DE LA CONTRAREFORMA ENERG\xc3\x89TICA \xe2\x8f\xb3\n\n\xc2\xbfPara usted que energ\xc3\xadas son mejores para M\xc3\xa9xico?'",36,None,1783,2025
2021-10-20 14:15:04,"b'RT @Angeliketm: \xe2\x8f\xb3ENCUESTA DE MEDIA SEMANA, EN VISTA DE LA CONTRAREFORMA ENERG\xc3\x89TICA \xe2\x8f\xb3\n\n\xc2\xbfPara usted que energ\xc3\xadas son mejores para M\xc3\xa9xico?'",36,None,1473,1517
2021-10-20 14:14:41,"b'\xe2\x8f\xb3ENCUESTA DE MEDIA SEMANA, EN VISTA DE LA CONTRAREFORMA ENERG\xc3\x89TICA \xe2\x8f\xb3\n\n\xc2\xbfPara usted que energ\xc3\xadas son mejores para M\xc3\xa9xico?'",36,None,4957,4991
