created,text,retwc,hashtag,followers,friends
2021-10-21 01:00:55,b'Conoce las implicaciones de la #LeyApag\xc3\xb3n \xf0\x9f\x9a\xab\n\xf0\x9f\x94\xb5 Te invitamos a participar junto a expertos y l\xc3\xadderes de opini\xc3\xb3n en el\xe2\x80\xa6 https://t.co/3jgFFdIf2W',0,LeyApagón,74,106
2021-10-21 00:54:53,b'RT @letroblesrosa: \xe2\x80\xbc\xef\xb8\x8fEXTRA EXTRA\xe2\x80\xbc\xef\xb8\x8f El @PRI_Nacional NO NO va a quitar los candados que le impiden apoyar en sus t\xc3\xa9rminos la #LeyApagon de A\xe2\x80\xa6',170,LeyApagon,59,1518
2021-10-21 00:28:09,b'@CFEmx no requiere convertirse en un monopolio sino que le urge una reestructura financiera para fortalecerse.\xe2\x80\xa6 https://t.co/nPxjqJrkwO',0,None,1138,275
2021-10-21 00:26:36,b'RT @letroblesrosa: \xe2\x80\xbc\xef\xb8\x8fEXTRA EXTRA\xe2\x80\xbc\xef\xb8\x8f El @PRI_Nacional NO NO va a quitar los candados que le impiden apoyar en sus t\xc3\xa9rminos la #LeyApagon de A\xe2\x80\xa6',170,LeyApagon,54,221
2021-10-21 00:22:42,b'RT @letroblesrosa: \xe2\x80\xbc\xef\xb8\x8fEXTRA EXTRA\xe2\x80\xbc\xef\xb8\x8f El @PRI_Nacional NO NO va a quitar los candados que le impiden apoyar en sus t\xc3\xa9rminos la #LeyApagon de A\xe2\x80\xa6',170,LeyApagon,106,378
2021-10-21 00:12:10,b'RT @letroblesrosa: \xe2\x80\xbc\xef\xb8\x8fEXTRA EXTRA\xe2\x80\xbc\xef\xb8\x8f El @PRI_Nacional NO NO va a quitar los candados que le impiden apoyar en sus t\xc3\xa9rminos la #LeyApagon de A\xe2\x80\xa6',170,LeyApagon,494,2987
2021-10-21 00:08:02,b'RT @letroblesrosa: \xe2\x80\xbc\xef\xb8\x8fEXTRA EXTRA\xe2\x80\xbc\xef\xb8\x8f El @PRI_Nacional NO NO va a quitar los candados que le impiden apoyar en sus t\xc3\xa9rminos la #LeyApagon de A\xe2\x80\xa6',170,LeyApagon,396,236
2021-10-20 23:53:49,b'RT @letroblesrosa: \xe2\x80\xbc\xef\xb8\x8fEXTRA EXTRA\xe2\x80\xbc\xef\xb8\x8f El @PRI_Nacional NO NO va a quitar los candados que le impiden apoyar en sus t\xc3\xa9rminos la #LeyApagon de A\xe2\x80\xa6',170,LeyApagon,60,224
2021-10-20 23:37:03,b'RT @letroblesrosa: \xe2\x80\xbc\xef\xb8\x8fEXTRA EXTRA\xe2\x80\xbc\xef\xb8\x8f El @PRI_Nacional NO NO va a quitar los candados que le impiden apoyar en sus t\xc3\xa9rminos la #LeyApagon de A\xe2\x80\xa6',170,LeyApagon,668538,606
2021-10-20 23:13:01,b'RT @AdrianaCepedaDH: En @Futuro21OP\n nos oponemos a la Iniciativa de Reforma El\xc3\xa9ctrica pues representa un retroceso para M\xc3\xa9xico #ReformaEle\xe2\x80\xa6',32,None,265,643
2021-10-20 23:05:00,b'\xf0\x9f\x9a\xab\xe2\x9a\xa1 La iniciativa de #LeyApag\xc3\xb3n elimina los Certificados de Energ\xc3\xada Limpia (CEL) que son un incentivo para que las p\xe2\x80\xa6 https://t.co/SO3KCjxRDq',0,LeyApagón,763,98
2021-10-20 23:05:00,b'\xf0\x9f\x9a\xab\xe2\x9a\xa1 La iniciativa de #LeyApag\xc3\xb3n elimina los Certificados de Energ\xc3\xada Limpia (CEL) que son un incentivo para que las p\xe2\x80\xa6 https://t.co/IHsSS1v4Pd',0,LeyApagón,61,14
2021-10-20 23:01:53,b'RT @letroblesrosa: \xe2\x80\xbc\xef\xb8\x8fEXTRA EXTRA\xe2\x80\xbc\xef\xb8\x8f El @PRI_Nacional NO NO va a quitar los candados que le impiden apoyar en sus t\xc3\xa9rminos la #LeyApagon de A\xe2\x80\xa6',170,LeyApagon,102,351
2021-10-20 22:49:31,b'RT @letroblesrosa: \xe2\x80\xbc\xef\xb8\x8fEXTRA EXTRA\xe2\x80\xbc\xef\xb8\x8f El @PRI_Nacional NO NO va a quitar los candados que le impiden apoyar en sus t\xc3\xa9rminos la #LeyApagon de A\xe2\x80\xa6',170,LeyApagon,57,886
2021-10-20 22:45:18,b'RT @letroblesrosa: \xe2\x80\xbc\xef\xb8\x8fEXTRA EXTRA\xe2\x80\xbc\xef\xb8\x8f El @PRI_Nacional NO NO va a quitar los candados que le impiden apoyar en sus t\xc3\xa9rminos la #LeyApagon de A\xe2\x80\xa6',170,LeyApagon,146,326
2021-10-20 22:33:15,b'RT @letroblesrosa: \xe2\x80\xbc\xef\xb8\x8fEXTRA EXTRA\xe2\x80\xbc\xef\xb8\x8f El @PRI_Nacional NO NO va a quitar los candados que le impiden apoyar en sus t\xc3\xa9rminos la #LeyApagon de A\xe2\x80\xa6',170,LeyApagon,161,348
2021-10-20 22:21:32,"b'RT @dicesmx: Tras los pasos de la Rep\xc3\xbablica Bolivariana de Venezuela, el Gobierno de la 4T quiere imponer la #LeyApag\xc3\xb3n. De aprobarse, M\xc3\xa9xi\xe2\x80\xa6'",231,LeyApagón,82,229
2021-10-20 22:20:32,b'RT @letroblesrosa: \xe2\x80\xbc\xef\xb8\x8fEXTRA EXTRA\xe2\x80\xbc\xef\xb8\x8f El @PRI_Nacional NO NO va a quitar los candados que le impiden apoyar en sus t\xc3\xa9rminos la #LeyApagon de A\xe2\x80\xa6',170,LeyApagon,66,229
2021-10-20 22:14:24,b'RT @letroblesrosa: \xe2\x80\xbc\xef\xb8\x8fEXTRA EXTRA\xe2\x80\xbc\xef\xb8\x8f El @PRI_Nacional NO NO va a quitar los candados que le impiden apoyar en sus t\xc3\xa9rminos la #LeyApagon de A\xe2\x80\xa6',170,LeyApagon,277,151
2021-10-20 22:05:44,b'RT @letroblesrosa: \xe2\x80\xbc\xef\xb8\x8fEXTRA EXTRA\xe2\x80\xbc\xef\xb8\x8f El @PRI_Nacional NO NO va a quitar los candados que le impiden apoyar en sus t\xc3\xa9rminos la #LeyApagon de A\xe2\x80\xa6',170,LeyApagon,2163,2375
2021-10-20 22:05:00,b'\xf0\x9f\x9a\xab\xe2\x9a\xa1 La iniciativa de #LeyApag\xc3\xb3n elimina los Certificados de Energ\xc3\xada Limpia (CEL) que son un incentivo para que las p\xe2\x80\xa6 https://t.co/OzwWQX25D8',0,LeyApagón,1516,834
2021-10-20 21:44:53,b'RT @Coparmex: \xe2\x9a\xa1 Conoce las implicaciones de la #LeyApag\xc3\xb3n \xf0\x9f\x9a\xab\n\n\xf0\x9f\x94\xb5 Te invitamos a participar junto a expert@s y l\xc3\xadderes de opini\xc3\xb3n en el Di\xc3\xa1log\xe2\x80\xa6',3,LeyApagón,1127,2516
2021-10-20 21:44:43,b'RT @Coparmex: La @CFEmx no requiere convertirse en un monopolio sino que le urge una reestructura financiera para fortalecerse. #LeyApag\xc3\xb3n\xe2\x80\xa6',6,LeyApagón,1127,2516
2021-10-20 21:44:09,b'RT @Coparmex: \xf0\x9f\x9a\xab\xe2\x9a\xa1 La iniciativa de #LeyApag\xc3\xb3n elimina los Certificados de Energ\xc3\xada Limpia (CEL) que son un incentivo para que las personas y\xe2\x80\xa6',4,LeyApagón,1127,2516
2021-10-20 21:43:48,b'RT @Coparmex: \xf0\x9f\x9a\xab\xe2\x9a\xa1 La iniciativa de #LeyApag\xc3\xb3n elimina los Certificados de Energ\xc3\xada Limpia (CEL) que son un incentivo para que las personas y\xe2\x80\xa6',6,LeyApagón,1127,2516
2021-10-20 21:43:18,b'RT @letroblesrosa: \xe2\x80\xbc\xef\xb8\x8fEXTRA EXTRA\xe2\x80\xbc\xef\xb8\x8f El @PRI_Nacional NO NO va a quitar los candados que le impiden apoyar en sus t\xc3\xa9rminos la #LeyApagon de A\xe2\x80\xa6',170,LeyApagon,162,442
2021-10-20 21:43:12,"b'RT @oscarmartinezt: Te invito al ""Di\xc3\xa1logo abierto sobre la #ReformaEl\xc3\xa9ctrica. Impactos al bienestar"" el 27, 28 y 29 de oct.\n\nConversaremos\xe2\x80\xa6'",3,ReformaEléctrica,6507,512
2021-10-20 21:42:21,"b'RT @ferxec: No se dejen enga\xc3\xb1ar, con la contra reforma el\xc3\xa9ctrica de @lopezobrador_ :\n\n+ contaminaci\xc3\xb3n \n- inversi\xc3\xb3n y empleos \n+ burocracia\xe2\x80\xa6'",1746,None,310,296
2021-10-20 21:40:35,b'RT @letroblesrosa: \xe2\x80\xbc\xef\xb8\x8fEXTRA EXTRA\xe2\x80\xbc\xef\xb8\x8f El @PRI_Nacional NO NO va a quitar los candados que le impiden apoyar en sus t\xc3\xa9rminos la #LeyApagon de A\xe2\x80\xa6',170,LeyApagon,4238,2357
2021-10-20 21:40:27,b'RT @letroblesrosa: \xe2\x80\xbc\xef\xb8\x8fEXTRA EXTRA\xe2\x80\xbc\xef\xb8\x8f El @PRI_Nacional NO NO va a quitar los candados que le impiden apoyar en sus t\xc3\xa9rminos la #LeyApagon de A\xe2\x80\xa6',170,LeyApagon,1029,3532
2021-10-20 21:34:41,b'@DanteDelgado Que preocupaci\xc3\xb3n la usted\nY la #LeyApagon no le importa?',0,LeyApagon,1657,2029
2021-10-20 21:29:48,"b'RT @oscarmartinezt: Te invito al ""Di\xc3\xa1logo abierto sobre la #ReformaEl\xc3\xa9ctrica. Impactos al bienestar"" el 27, 28 y 29 de oct.\n\nConversaremos\xe2\x80\xa6'",3,ReformaEléctrica,848,896
2021-10-20 21:29:16,b'RT @letroblesrosa: \xe2\x80\xbc\xef\xb8\x8fEXTRA EXTRA\xe2\x80\xbc\xef\xb8\x8f El @PRI_Nacional NO NO va a quitar los candados que le impiden apoyar en sus t\xc3\xa9rminos la #LeyApagon de A\xe2\x80\xa6',170,LeyApagon,3293,1945
2021-10-20 21:29:12,b'RT @Coparmex: \xf0\x9f\x9a\xab\xe2\x9a\xa1 La iniciativa de #LeyApag\xc3\xb3n elimina los Certificados de Energ\xc3\xada Limpia (CEL) que son un incentivo para que las personas y\xe2\x80\xa6',6,LeyApagón,1105,1614
2021-10-20 21:27:43,b'RT @juanfherrero: @GustavoMadero @analucia_medina @lopezobrador_ No es que me gustar\xc3\xada.\n\nPero si la #LeyApag\xc3\xb3n pasa.\n\n1. VaxMexico no sirve\xe2\x80\xa6',1,LeyApagón,712,1671
2021-10-20 21:27:26,b'RT @Coparmex: \xf0\x9f\x9a\xab\xe2\x9a\xa1 La iniciativa de #LeyApag\xc3\xb3n elimina los Certificados de Energ\xc3\xada Limpia (CEL) que son un incentivo para que las personas y\xe2\x80\xa6',6,LeyApagón,29,103
2021-10-20 21:27:23,b'RT @Coparmex: \xf0\x9f\x9a\xab\xe2\x9a\xa1 La iniciativa de #LeyApag\xc3\xb3n elimina los Certificados de Energ\xc3\xada Limpia (CEL) que son un incentivo para que las personas y\xe2\x80\xa6',6,LeyApagón,1345,1358
2021-10-20 21:24:28,b'RT @letroblesrosa: \xe2\x80\xbc\xef\xb8\x8fEXTRA EXTRA\xe2\x80\xbc\xef\xb8\x8f El @PRI_Nacional NO NO va a quitar los candados que le impiden apoyar en sus t\xc3\xa9rminos la #LeyApagon de A\xe2\x80\xa6',170,LeyApagon,557,826
2021-10-20 21:24:15,b'RT @letroblesrosa: \xe2\x80\xbc\xef\xb8\x8fEXTRA EXTRA\xe2\x80\xbc\xef\xb8\x8f El @PRI_Nacional NO NO va a quitar los candados que le impiden apoyar en sus t\xc3\xa9rminos la #LeyApagon de A\xe2\x80\xa6',170,LeyApagon,2576,2400
2021-10-20 21:23:29,"b'RT @ferxec: No se dejen enga\xc3\xb1ar, con la contra reforma el\xc3\xa9ctrica de @lopezobrador_ :\n\n+ contaminaci\xc3\xb3n \n- inversi\xc3\xb3n y empleos \n+ burocracia\xe2\x80\xa6'",1746,None,949,1505
2021-10-20 21:22:44,b'@GustavoMadero @analucia_medina @lopezobrador_ No es que me gustar\xc3\xada.\n\nPero si la #LeyApag\xc3\xb3n pasa.\n\n1. VaxMexico no\xe2\x80\xa6 https://t.co/wkSVSavXhf',1,LeyApagón,9435,5806
2021-10-20 21:21:48,"b'RT @oscarmartinezt: Te invito al ""Di\xc3\xa1logo abierto sobre la #ReformaEl\xc3\xa9ctrica. Impactos al bienestar"" el 27, 28 y 29 de oct.\n\nConversaremos\xe2\x80\xa6'",3,ReformaEléctrica,613,3013
2021-10-20 21:19:17,b'RT @letroblesrosa: \xe2\x80\xbc\xef\xb8\x8fEXTRA EXTRA\xe2\x80\xbc\xef\xb8\x8f El @PRI_Nacional NO NO va a quitar los candados que le impiden apoyar en sus t\xc3\xa9rminos la #LeyApagon de A\xe2\x80\xa6',170,LeyApagon,1618,2317
2021-10-20 21:18:33,b'RT @letroblesrosa: \xe2\x80\xbc\xef\xb8\x8fEXTRA EXTRA\xe2\x80\xbc\xef\xb8\x8f El @PRI_Nacional NO NO va a quitar los candados que le impiden apoyar en sus t\xc3\xa9rminos la #LeyApagon de A\xe2\x80\xa6',170,LeyApagon,3412,3468
2021-10-20 21:06:18,b'RT @Coparmex: \xf0\x9f\x9a\xab\xe2\x9a\xa1 La iniciativa de #LeyApag\xc3\xb3n elimina los Certificados de Energ\xc3\xada Limpia (CEL) que son un incentivo para que las personas y\xe2\x80\xa6',6,LeyApagón,610,427
2021-10-20 21:06:02,b'RT @letroblesrosa: \xe2\x80\xbc\xef\xb8\x8fEXTRA EXTRA\xe2\x80\xbc\xef\xb8\x8f El @PRI_Nacional NO NO va a quitar los candados que le impiden apoyar en sus t\xc3\xa9rminos la #LeyApagon de A\xe2\x80\xa6',170,LeyApagon,156,782
2021-10-20 21:05:50,"b""Los pri\xc3\xadstas, al parecer, no apoyan la #LeyApagon\n\nY al parecer, no quitan a 'Alito'.\n\nAmigos, no se puede todo: Di\xe2\x80\xa6 https://t.co/N9U6oTROQR""",0,LeyApagon,2664,2670
2021-10-20 21:05:04,b'\xf0\x9f\x9a\xab\xe2\x9a\xa1 La iniciativa de #LeyApag\xc3\xb3n elimina los Certificados de Energ\xc3\xada Limpia (CEL) que son un incentivo para que las p\xe2\x80\xa6 https://t.co/MKbueiyAlz',6,LeyApagón,100074,1518
2021-10-20 21:04:00,"b'Te invito al ""Di\xc3\xa1logo abierto sobre la #ReformaEl\xc3\xa9ctrica. Impactos al bienestar"" el 27, 28 y 29 de oct.\n\nConversare\xe2\x80\xa6 https://t.co/aavus2ffDn'",3,ReformaEléctrica,2614,210
2021-10-20 21:01:46,b'RT @letroblesrosa: \xe2\x80\xbc\xef\xb8\x8fEXTRA EXTRA\xe2\x80\xbc\xef\xb8\x8f El @PRI_Nacional NO NO va a quitar los candados que le impiden apoyar en sus t\xc3\xa9rminos la #LeyApagon de A\xe2\x80\xa6',170,LeyApagon,1537,2411
2021-10-20 21:00:06,b'RT @letroblesrosa: \xe2\x80\xbc\xef\xb8\x8fEXTRA EXTRA\xe2\x80\xbc\xef\xb8\x8f El @PRI_Nacional NO NO va a quitar los candados que le impiden apoyar en sus t\xc3\xa9rminos la #LeyApagon de A\xe2\x80\xa6',170,LeyApagon,3921,4975
2021-10-20 20:54:25,b'RT @letroblesrosa: \xe2\x80\xbc\xef\xb8\x8fEXTRA EXTRA\xe2\x80\xbc\xef\xb8\x8f El @PRI_Nacional NO NO va a quitar los candados que le impiden apoyar en sus t\xc3\xa9rminos la #LeyApagon de A\xe2\x80\xa6',170,LeyApagon,427,463
2021-10-20 20:50:36,b'RT @letroblesrosa: \xe2\x80\xbc\xef\xb8\x8fEXTRA EXTRA\xe2\x80\xbc\xef\xb8\x8f El @PRI_Nacional NO NO va a quitar los candados que le impiden apoyar en sus t\xc3\xa9rminos la #LeyApagon de A\xe2\x80\xa6',170,LeyApagon,248,468
2021-10-20 20:37:40,b'RT @letroblesrosa: \xe2\x80\xbc\xef\xb8\x8fEXTRA EXTRA\xe2\x80\xbc\xef\xb8\x8f El @PRI_Nacional NO NO va a quitar los candados que le impiden apoyar en sus t\xc3\xa9rminos la #LeyApagon de A\xe2\x80\xa6',170,LeyApagon,443,811
2021-10-20 20:31:38,b'RT @letroblesrosa: \xe2\x80\xbc\xef\xb8\x8fEXTRA EXTRA\xe2\x80\xbc\xef\xb8\x8f El @PRI_Nacional NO NO va a quitar los candados que le impiden apoyar en sus t\xc3\xa9rminos la #LeyApagon de A\xe2\x80\xa6',170,LeyApagon,10,122
2021-10-20 20:30:22,b'RT @letroblesrosa: \xe2\x80\xbc\xef\xb8\x8fEXTRA EXTRA\xe2\x80\xbc\xef\xb8\x8f El @PRI_Nacional NO NO va a quitar los candados que le impiden apoyar en sus t\xc3\xa9rminos la #LeyApagon de A\xe2\x80\xa6',170,LeyApagon,161,526
2021-10-20 20:23:54,b'RT @JoseMedinaMora: \xe2\x9a\xa1 Conoce las implicaciones de la #LeyApag\xc3\xb3n \xf0\x9f\x9a\xab\n\xf0\x9f\x94\xb5 Te invitamos a participar en el Di\xc3\xa1logo Abierto sobre la #ReformaEl\xc3\xa9ctr\xe2\x80\xa6',7,LeyApagón,660,3499
2021-10-20 20:23:38,b'RT @letroblesrosa: \xe2\x80\xbc\xef\xb8\x8fEXTRA EXTRA\xe2\x80\xbc\xef\xb8\x8f El @PRI_Nacional NO NO va a quitar los candados que le impiden apoyar en sus t\xc3\xa9rminos la #LeyApagon de A\xe2\x80\xa6',170,LeyApagon,140,1741
2021-10-20 20:23:04,b'RT @JoseMedinaMora: \xe2\x9a\xa1 Conoce las implicaciones de la #LeyApag\xc3\xb3n \xf0\x9f\x9a\xab\n\xf0\x9f\x94\xb5 Te invitamos a participar en el Di\xc3\xa1logo Abierto sobre la #ReformaEl\xc3\xa9ctr\xe2\x80\xa6',7,LeyApagón,7109,6724
2021-10-20 20:21:58,b'RT @letroblesrosa: \xe2\x80\xbc\xef\xb8\x8fEXTRA EXTRA\xe2\x80\xbc\xef\xb8\x8f El @PRI_Nacional NO NO va a quitar los candados que le impiden apoyar en sus t\xc3\xa9rminos la #LeyApagon de A\xe2\x80\xa6',170,LeyApagon,2197,2327
2021-10-20 20:15:18,b'RT @letroblesrosa: \xe2\x80\xbc\xef\xb8\x8fEXTRA EXTRA\xe2\x80\xbc\xef\xb8\x8f El @PRI_Nacional NO NO va a quitar los candados que le impiden apoyar en sus t\xc3\xa9rminos la #LeyApagon de A\xe2\x80\xa6',170,LeyApagon,158,596
2021-10-20 20:14:34,b'RT @letroblesrosa: \xe2\x80\xbc\xef\xb8\x8fEXTRA EXTRA\xe2\x80\xbc\xef\xb8\x8f El @PRI_Nacional NO NO va a quitar los candados que le impiden apoyar en sus t\xc3\xa9rminos la #LeyApagon de A\xe2\x80\xa6',170,LeyApagon,3347,3449
2021-10-20 20:13:32,"b'@El_Universal_Mx Es lo que le conviene a M\xc3\xa9xico y no ha los Gobernantes, ni al Pri, ni a Bartlett. #LeyApagon'",0,LeyApagon,124,396
2021-10-20 20:07:55,b'RT @letroblesrosa: \xe2\x80\xbc\xef\xb8\x8fEXTRA EXTRA\xe2\x80\xbc\xef\xb8\x8f El @PRI_Nacional NO NO va a quitar los candados que le impiden apoyar en sus t\xc3\xa9rminos la #LeyApagon de A\xe2\x80\xa6',170,LeyApagon,3185,1207
2021-10-20 20:07:51,b'RT @letroblesrosa: \xe2\x80\xbc\xef\xb8\x8fEXTRA EXTRA\xe2\x80\xbc\xef\xb8\x8f El @PRI_Nacional NO NO va a quitar los candados que le impiden apoyar en sus t\xc3\xa9rminos la #LeyApagon de A\xe2\x80\xa6',170,LeyApagon,1616,4784
2021-10-20 20:06:18,b'RT @letroblesrosa: \xe2\x80\xbc\xef\xb8\x8fEXTRA EXTRA\xe2\x80\xbc\xef\xb8\x8f El @PRI_Nacional NO NO va a quitar los candados que le impiden apoyar en sus t\xc3\xa9rminos la #LeyApagon de A\xe2\x80\xa6',170,LeyApagon,164,238
2021-10-20 20:03:37,b'RT @letroblesrosa: \xe2\x80\xbc\xef\xb8\x8fEXTRA EXTRA\xe2\x80\xbc\xef\xb8\x8f El @PRI_Nacional NO NO va a quitar los candados que le impiden apoyar en sus t\xc3\xa9rminos la #LeyApagon de A\xe2\x80\xa6',170,LeyApagon,1453,3705
2021-10-20 20:01:38,b'\xf0\x9f\x9a\xab\xe2\x9a\xa1 La iniciativa de #LeyApag\xc3\xb3n elimina los Certificados de Energ\xc3\xada Limpia (CEL) que son un incentivo para que las p\xe2\x80\xa6 https://t.co/Gm4Cijc89z',0,LeyApagón,1138,275
2021-10-20 20:01:38,b'RT @letroblesrosa: \xe2\x80\xbc\xef\xb8\x8fEXTRA EXTRA\xe2\x80\xbc\xef\xb8\x8f El @PRI_Nacional NO NO va a quitar los candados que le impiden apoyar en sus t\xc3\xa9rminos la #LeyApagon de A\xe2\x80\xa6',170,LeyApagon,582,1041
2021-10-20 19:53:58,b'RT @letroblesrosa: \xe2\x80\xbc\xef\xb8\x8fEXTRA EXTRA\xe2\x80\xbc\xef\xb8\x8f El @PRI_Nacional NO NO va a quitar los candados que le impiden apoyar en sus t\xc3\xa9rminos la #LeyApagon de A\xe2\x80\xa6',170,LeyApagon,797,848
2021-10-20 19:48:23,b'RT @letroblesrosa: \xe2\x80\xbc\xef\xb8\x8fEXTRA EXTRA\xe2\x80\xbc\xef\xb8\x8f El @PRI_Nacional NO NO va a quitar los candados que le impiden apoyar en sus t\xc3\xa9rminos la #LeyApagon de A\xe2\x80\xa6',170,LeyApagon,1189,633
2021-10-20 19:39:07,"b'RT @ferxec: No se dejen enga\xc3\xb1ar, con la contra reforma el\xc3\xa9ctrica de @lopezobrador_ :\n\n+ contaminaci\xc3\xb3n \n- inversi\xc3\xb3n y empleos \n+ burocracia\xe2\x80\xa6'",1746,None,266,929
2021-10-20 19:36:53,b'RT @letroblesrosa: \xe2\x80\xbc\xef\xb8\x8fEXTRA EXTRA\xe2\x80\xbc\xef\xb8\x8f El @PRI_Nacional NO NO va a quitar los candados que le impiden apoyar en sus t\xc3\xa9rminos la #LeyApagon de A\xe2\x80\xa6',170,LeyApagon,274,384
2021-10-20 19:33:16,b'RT @letroblesrosa: \xe2\x80\xbc\xef\xb8\x8fEXTRA EXTRA\xe2\x80\xbc\xef\xb8\x8f El @PRI_Nacional NO NO va a quitar los candados que le impiden apoyar en sus t\xc3\xa9rminos la #LeyApagon de A\xe2\x80\xa6',170,LeyApagon,11,293
2021-10-20 19:30:09,"b'@latinus_us Me parece super, siempre y  cuando veamos como se comporta el @PRI_Nacional en la votaciones contra la\xe2\x80\xa6 https://t.co/i0G38VWIK3'",0,None,47,67
2021-10-20 19:28:05,b'RT @letroblesrosa: \xe2\x80\xbc\xef\xb8\x8fEXTRA EXTRA\xe2\x80\xbc\xef\xb8\x8f El @PRI_Nacional NO NO va a quitar los candados que le impiden apoyar en sus t\xc3\xa9rminos la #LeyApagon de A\xe2\x80\xa6',170,LeyApagon,95,100
2021-10-20 19:25:03,b'RT @letroblesrosa: \xe2\x80\xbc\xef\xb8\x8fEXTRA EXTRA\xe2\x80\xbc\xef\xb8\x8f El @PRI_Nacional NO NO va a quitar los candados que le impiden apoyar en sus t\xc3\xa9rminos la #LeyApagon de A\xe2\x80\xa6',170,LeyApagon,628,929
2021-10-20 19:24:27,b'RT @letroblesrosa: \xe2\x80\xbc\xef\xb8\x8fEXTRA EXTRA\xe2\x80\xbc\xef\xb8\x8f El @PRI_Nacional NO NO va a quitar los candados que le impiden apoyar en sus t\xc3\xa9rminos la #LeyApagon de A\xe2\x80\xa6',170,LeyApagon,1153,3245
2021-10-20 19:22:18,b'RT @letroblesrosa: \xe2\x80\xbc\xef\xb8\x8fEXTRA EXTRA\xe2\x80\xbc\xef\xb8\x8f El @PRI_Nacional NO NO va a quitar los candados que le impiden apoyar en sus t\xc3\xa9rminos la #LeyApagon de A\xe2\x80\xa6',170,LeyApagon,249,290
2021-10-20 19:12:22,b'RT @letroblesrosa: \xe2\x80\xbc\xef\xb8\x8fEXTRA EXTRA\xe2\x80\xbc\xef\xb8\x8f El @PRI_Nacional NO NO va a quitar los candados que le impiden apoyar en sus t\xc3\xa9rminos la #LeyApagon de A\xe2\x80\xa6',170,LeyApagon,548,2757
